Best_dup0,EW_dup0,mayMV_dup0
1.0,1.0,1.0
1.117083,1.05642656,1.0637054646684185
0.784744,0.71910984,0.7518766057611108
1.286753,1.1895002,1.1585936290466055
0.979926,0.9324901999999999,0.9504160645213469
1.396314,1.2912194,1.2749209801263293
1.279711,1.12672748,1.0841588464851528
1.003802,0.94009672,0.9830020606859468
1.016712,0.97987368,0.996175311749357
1.222932,1.1359067600000001,1.0858502195005943
1.004727,0.96233224,0.9919334925440461
1.12805,1.044945,1.0358392340104534
0.997019,0.92022012,0.9249168375443593
1.083546,1.04351024,1.0397878706738226
0.919511,0.80844564,0.8649240770152442
1.044865,1.00328008,0.9866434893032786
1.115709,1.08554296,1.0914089238514006
0.9658869999999999,0.91011564,0.9412032879476497
1.269318,1.14702148,1.1352680184663768
0.950448,0.88366536,0.9094251632838846
2.134471,1.40593512,1.2562665949840977
1.039092,0.97666796,1.023290063193298
0.981487,0.90955068,0.9446276298762813
1.137134,1.02791708,1.0472122246710758
0.990263,0.96502484,0.9799989693735877
1.122577,1.0317102,1.029028977369196
1.093296,1.02492824,1.0470646203336957
1.205067,1.02562392,1.0062576545396928
0.807063,0.72219072,0.7416634609748427
1.183487,1.06769992,1.0766930412310527
1.073687,1.03750316,1.0463308643185893
1.052994,1.02183332,1.011662444775625
1.076645,1.03726892,1.0413658414553981
1.115449,1.06108756,1.0376422651705224
1.083531,1.00035244,0.987675283676255
1.023815,0.98976552,1.0061590745554092
1.013858,0.96739896,0.9449692780340383
1.009805,0.97931112,0.9713602368118428
1.05197,1.0133902399999999,1.0090396482124544
0.995041,0.94116016,0.9301456076762108
1.039873,1.01354316,1.0254553331001866
1.140027,1.0602008,1.0514555048083352
1.278189,1.1307407600000001,1.0923913053776324
1.025103,0.99050144,1.0006611908415997
1.007986,0.97629048,0.9956567149972337
0.996867,0.94482844,0.9468631658957637
1.007101,0.96927208,0.9863913228749502
0.966129,0.9146606,0.9426628409172833
1.3458080000000001,1.09500832,1.0251054770722983
1.006329,0.9789936,0.9882929135720054
1.014843,0.94805688,0.9675665340395118
0.998356,0.95390736,0.9407501775259196
1.082427,1.01816816,1.0254247013431346
1.057075,1.02139064,1.0334594608799563
1.093443,1.04803884,1.0400384543052528
1.058611,1.0253014,1.0281033614140263
1.090701,1.0398524,1.024372365082383
1.195671,1.09801988,1.0646246052150525
1.086365,0.98469996,0.9859750896050772
1.068995,1.03466348,1.0257012788195845
1.3260480000000001,1.14528144,1.1245269776502482
1.268748,1.11420392,1.1116068064024434
1.208898,1.11224312,1.1194383609951144
1.146181,1.03235092,1.032840908217088
1.163047,1.08489536,1.1021675667989104
1.033129,1.0084688,1.0202027815691443
0.982255,0.93536648,0.9487696987998374
1.0249,1.00177264,0.9925725103290098
1.084694,1.03553804,1.030128031628121
1.041039,0.99657148,1.0104029628786642
0.957288,0.91416628,0.9182237400007844
1.157526,1.09174696,1.0990488861243957
1.091275,1.04324788,1.0485020267145753
1.060236,1.01708756,1.0031836889294081
1.141541,1.04513512,1.0323902389145156
1.013368,0.97397304,0.979615638915928
1.11825,1.06457448,1.0586236829804951
1.255976,1.09645416,1.1156535810831438
1.0092,0.98692176,0.9971785917524804
1.071724,1.02648116,1.0371896018878262
1.029529,1.0032366,1.0070989767441498
1.013302,1.00096396,0.996923448528831
1.04915,1.02369508,1.0351178837746622
1.152508,1.06765628,1.0664971515824013
1.216976,1.04487056,1.0528139026721974
1.143486,1.08150392,1.08232117090793
0.984794,0.94540348,0.9250638513473057
1.154506,1.0870022400000001,1.0854830968341913
1.091655,1.02695232,1.0346166659681637
1.182547,1.03783368,1.0481303089791392
1.000466,0.9651544400000001,0.9614816793790295
1.116282,1.06019068,1.06744464865494
1.148524,1.0650434,1.0758647431090527
